0.017148811114171686 5.159294642325613
4.8419073764027087E-4	0.9561192214152159
1.9105904822465532E-4	0.4061483549480111
1.0979393457595589E-4	0.3093685393929507
8.763851004945733E-5	0.18996837708518652
7.827385838139073E-5	0.14765625972437882
7.36937042095857E-5	0.06415604901420877
7.11834705082309E-5	0.10290065126750568
6.950620201499658E-5	0.03420678265694679
1.73320384196707E-5	0.09637854349574448
1.574282350145831E-5	0.047503011153623126
1.5242410990277334E-5	0.017083406419953654
9.00732546162263E-6	7.801817215655949E-5
5.440074900382174E-6	4.0504416548493524E-5
4.073500712140602E-6	4.338306000467424E-5
3.0863650692217283E-6	3.262712031152739E-5
2.391637490766551E-6	2.1538095377342982E-5
1.945531546934558E-6	2.6331811454453472E-5
1.5776094637003788E-6	5.368422000955771E-6
1.223562444430161E-6	3.207908728462454E-5
1.0609601960782215E-6	1.166969551070252E-5
9.179327036546289E-7	2.931196853503735E-5
5.266315460426925E-7	1.4164184418728525E-5
3.1088557548606646E-7	1.3219357329565895E-5
1.5921564525108484E-7	1.0637741404899601E-5
